index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude,wait_time
2387,Wolfville Elms,residential care facility,Nursing and residential care facilities,Province of Nova Scotia,,701,main street,B4P 2N4,wolfville,ns,,Wolfville,1207024,12,45.0868507,-64.3790725,50
2239,Eastern Kings Memorial Community Health Centre,community health centre,Ambulatory health care services,Province of Nova Scotia,,23,earnscliffe avenue,B0K 1L0,wolfville,ns,,Wolfville,1207024,12,45.08760375,-64.37074372,10
2385,Willows Manor Limited,residential care facility,Nursing and residential care facilities,Province of Nova Scotia,,2844,highway 2,B0N 2H0,shubenacadie,ns,,East Hants,1208008,12,45.088376,-63.40760294,85
3406,Dundas Manor Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,,533,clarence street,K0C 2K0,winchester,on,,North Dundas,3501030,35,45.08860351,-75.3555682,130
6067,Winchester District Memorial Hospital,general,Hospitals,Public Health Agency of Canada,,566,louise st,K0C 2K0,winchester,on,566 louise st. winchester on k0c 2k0,North Dundas,3501030,35,45.0886156,-75.3522595,119
S1053,CLSC DE HUNTINGDON,CLSC,Ambulatory health care services,Province of Quebec,,10,rue king,J0S 1H0,huntingdon,qc,"10, rue King, bureau 200",Huntingdon,2469055,24,45.088788,-74.173593,298
2388,Wolfville Nursing Home,nursing home,Nursing and residential care facilities,Province of Nova Scotia,,601,main street,B4P 1E9,wolfville,ns,,Wolfville,1207024,12,45.08978053,-64.37227286,81
3603,Garden Villa Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,66,main street s,K0C 1H0,chesterville,on,,North Dundas,3501030,35,45.09946782,-75.22728616,257
S1118,CLSC DE SUTTON,CLSC,Ambulatory health care services,Province of Quebec,,33,rue principale,J0E 2K0,sutton,qc,33 rue Principale,Sutton,2446058,24,45.104849,-72.615606,79
S1214,CLSC DE SAINT-CHRYSOSTOME,CLSC,Ambulatory health care services,Province of Quebec,,21,rang sainte-anne,J0S 1R0,saint-chrysostome,qc,"21, rang Sainte-Anne",Saint-Chrysostome,2469017,24,45.105751,-73.762379,51
S1588,CHSLD DE SUTTON,CHSLD,Nursing and residential care facilities,Province of Quebec,,50,rue western,J0E 2K0,sutton,qc,"50, rue Western",Sutton,2446058,24,45.109915,-72.618898,51
S720,CLSC ET CENTRE D'HEBERGEMENT DE BEDFORD,"CLSC, CHSLD",Ambulatory health care services,Province of Quebec,,34,rue saint-joseph,J0J 1A0,bedford,qc,"34, rue Saint-Joseph",Bedford,2446035,24,45.125541,-72.983453,181
S1452,HoPITAL BARRIE MeMORIAL,CHSGS,Hospitals,Province of Quebec,,28,rue gale,J0S 1K0,ormstown,qc,"28, rue Gale",Ormstown,2469037,24,45.126343,-73.999867,202
4142,Lanark Health and Community Services,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,30,bennett street,K7C 4J9,carleton place,on,,Beckwith,3509024,35,45.12721059,-76.13043566,10
S463,CENTRE D'ACTIVITeS DE JOUR EN DeFICIENCE INTELLECTUELLE ET EN TROUBLES ENVAHISSANTS DU DeVELOPPEMENT ORMSTOWN,CRDITED,Ambulatory health care services,Province of Quebec,,31,rue hector,J0S 1K0,ormstown,qc,"31, rue Hector",Ormstown,2469037,24,45.127883,-74.000692,282
S751,CENTRE D'HeBERGEMENT D'ORMSTOWN,CHSLD,Nursing and residential care facilities,Province of Quebec,,65,rue hector,J0S 1K0,ormstown,qc,"65, rue Hector",Ormstown,2469037,24,45.129365,-74.002855,109
2886,Carleton Place Terrace by Symphony,retirement home,Nursing and residential care facilities,Province of Ontario,,6,arthur street,K7C 4S4,carleton place,on,,Carleton Place,3509028,35,45.13261569,-76.13744376,270
S1732,CENTRE DE SANTe ET DE SERVICES SOCIAUX DE LA MRC-DE-COATICOOK,"CHSGS, CLSC, CHSLD",Hospitals,Province of Quebec,,138,rue jeanne-mance,J1A 1W3,coaticook,qc,"138, rue Jeanne-Mance",Coaticook,2444037,24,45.134979,-71.812335,114
S1629,CENTRE DE ReADAPATION EN DeFICIENCE PHYSIQUE DE COATICOOK,CRDPM,Ambulatory health care services,Province of Quebec,,163,rue jeanne-mance,J1A 1W4,coaticook,qc,"163, rue Jeanne-Mance",Coaticook,2444037,24,45.135324,-71.811309,113
5487,Stoneridge Manor,long-term care home,Nursing and residential care facilities,Province of Ontario,,256,high street,K7C 1X1,carleton place,on,,Carleton Place,3509028,35,45.13580539,-76.15419976,109
S1761,CENTRE D'ACTIVITeS DE JOUR DE HENRYVILLE,CRDITED,Ambulatory health care services,Province of Quebec,,122,rue gregoire,J0J 1E0,henryville,qc,"122, rue Gregoire",Henryville,2456042,24,45.138809,-73.193584,272
S1044,CLSC DE HENRYVILLE,CLSC,Ambulatory health care services,Province of Quebec,,125,rue de l'eglise,J0J 1E0,henryville,qc,"125, rue de l'eglise",Henryville,2456042,24,45.138893,-73.192287,287
5673,the River Garden Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,18,oak street,K0C 1N0,lancaster,on,,South Glengarry,3501005,35,45.13989176,-74.50151602,233
4141,Lanark County Interval House,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,,,N7T 7Z6,carleton place,on,,Carleton Place,3509028,35,45.14061199,-76.14654846,75
2263,High - Crest Sherbrooke Home for Special Care,nursing home,Nursing and residential care facilities,Province of Nova Scotia,,53,court street,B0J 3C0,sherbrooke,ns,,St. Mary's,1213001,12,45.14081795,-61.98116323,288
2885,Carleton Place and District Memorial Hospital,general,Hospitals,Public Health Agency of Canada,,211,lake ave e,K7C 1J4,carleton place,on,211 lake ave. e. carleton place on k7c 1j4,Carleton Place,3509028,35,45.140984,-76.136681,58
3640,Glengarry,nurse practitioner led clinic,Ambulatory health care services,Province of Ontario,,137,military road,K0C 1N0,lancaster,on,,South Glengarry,3501005,35,45.14418886,-74.50269842,133
3025,Chartwell Lancaster Long Term Care Residence,long-term care home,Nursing and residential care facilities,Province of Ontario,,105,military road n,K0C 1N0,lancaster,on,,South Glengarry,3501005,35,45.14626646,-74.50391692,189
2349,St. Mary's Memorial Hospital,general,Hospitals,Public Health Agency of Canada,,91,hospital rd,B0J 3C0,sherbrooke,ns,91 hospital rd. sherbrooke ns b0j 3c0,St. Mary's,1213001,12,45.147814,-61.98193,15
5967,Waterside Retirement Community,retirement home,Nursing and residential care facilities,Province of Ontario,,105,mcneely avenue,K7C 0B6,carleton place,on,,Carleton Place,3509028,35,45.14890439,-76.13653796,96
S1762,CENTRE D'ACTIVITeS DE JOUR DE NAPIERVILLE,CRDITED,Ambulatory health care services,Province of Quebec,,169,rue saint-jacques,J0J 1L0,napierville,qc,"169, rue Saint-Jacques",Napierville,2468030,24,45.17913,-73.397313,174
S754,GROUPE DE MeDECINE DE FAMILLE UNIVERSITAIRE LA POMMERAIE,CHSGS,Hospitals,Province of Quebec,,1599,rue du sud,J2K 2Z4,cowansville,qc,"1599, rue du Sud, bureau 110",Cowansville,2446080,24,45.191278,-72.753468,295
5013,Richmond Lodge,retirement home,Nursing and residential care facilities,Province of Ontario,,6197,perth street,K0A 2Z0,ottawa,on,,Ottawa,3506008,35,45.19246311,-75.84250747,284
S1240,CLSC DE NAPIERVILLE,CLSC,Ambulatory health care services,Province of Quebec,,509,rue saint-jacques,J0J 1L0,napierville,qc,"509, rue Saint-Jacques",Napierville,2468030,24,45.192681,-73.413413,184
5011,Richmond Care Home,retirement home,Nursing and residential care facilities,Province of Ontario,,27,nixon farm drive,K0A 2Z0,ottawa,on,,Ottawa,3506008,35,45.19343741,-75.84400347,43
2047,Charlotte County Hospital,general,Hospitals,Public Health Agency of Canada,,4,garden st,E3L 2L9,st stephen,nb,4 garden st. st. stephen nb e3l 2l9,St. Stephen,1302037,13,45.1944858,-67.2658217,187
S97,Lincourt Manor Inc.,,Nursing and residential care facilities,Province of New Brunswick,,1,chipman street,E3L 2W9,st. stephen,nb,"1, Chipman Street",St. Stephen,1302037,13,45.195376,-67.26395,132
S777,ATELIER ET CENTRE D'ACTIVITeS DE JOUR DE COWANSVILLE,CRDITED,Ambulatory health care services,Province of Quebec,,159,rue des textiles,J2K 3P8,cowansville,qc,"159, rue des Textiles",Cowansville,2446080,24,45.202842,-72.759458,75
S1015,CLSC DE COWANSVILLE,CLSC,Ambulatory health care services,Province of Quebec,,133,rue larouche,J2K 1T2,cowansville,qc,"133, rue Larouche",Cowansville,2446080,24,45.204648,-72.709772,52
S1238,CLSC DE COWANSVILLE-SUD,CLSC,Ambulatory health care services,Province of Quebec,,112,rue du sud,J2K 2X2,cowansville,qc,"112, rue du Sud",Cowansville,2446080,24,45.206637,-72.748194,200
S651,HoPITAL BROME-MISSISQUOI-PERKINS,"CHSGS, CHSLD",Hospitals,Province of Quebec,,950,rue principale,J2K 1K3,cowansville,qc,"950, rue Principale",Cowansville,2446080,24,45.207084,-72.714415,62
S1586,CHSLD DE COWANSVILLE,CHSLD,Nursing and residential care facilities,Province of Quebec,,200,rue principale,J2K 1J2,cowansville,qc,"200, rue Principale",Cowansville,2446080,24,45.207844,-72.743036,235
S1016,CLSC DE LAC-BROME,CLSC,Ambulatory health care services,Province of Quebec,,383,chemin knowlton,J0E 1V0,lac-brome,qc,"383, chemin Knowlton",Lac-Brome,2446075,24,45.216813,-72.518992,237
2461,Almonte Country Haven,long-term care home,Nursing and residential care facilities,Province of Ontario,,333,country street,K0A 1A0,mississippi mills,on,,Mississippi Mills,3509030,35,45.2188403,-76.19075728,51
5780,Township of Osgoode Care Centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,7650,snake island road,K0A 2P0,ottawa,on,,Ottawa,3506008,35,45.22188813,-75.50384886,83
5085,Rural Ottawa South Support Services,community support service,Ambulatory health care services,Province of Ontario,,1128,mill street,K4M 1A4,ottawa,on,,Ottawa,3506008,35,45.22637132,-75.68324842,260
4278,Manotick Place Retirement Community,retirement home,Nursing and residential care facilities,Province of Ontario,,1145,bridge street,K4M 0G8,ottawa,on,,Ottawa,3506008,35,45.22742182,-75.68537372,24
3533,Fairview Manor,long-term care home,Nursing and residential care facilities,Province of Ontario,,75,spring street,K0A 1A0,mississippi mills,on,,Mississippi Mills,3509030,35,45.2287855,-76.18998128,241
4682,Ottawa Valley Family Health Team,family health team - contract,Ambulatory health care services,Province of Ontario,,75,spring street,K0A 1A0,mississippi mills,on,,Mississippi Mills,3509030,35,45.2287855,-76.18998128,29
4670,Orchard View by the Mississippi Inc.,retirement home,Nursing and residential care facilities,Province of Ontario,,219,paterson street,K0A 1A0,mississippi mills,on,,Mississippi Mills,3509030,35,45.2288455,-76.17921898,132
2462,Almonte General Hospital,general,Hospitals,Public Health Agency of Canada,,75,spring st,K0A 1A0,almonte,on,75 spring st. almonte on k0a 1a0,Mississippi Mills,3509030,35,45.229134,-76.189495,247
4391,Mills Community Support Corporation,senior active living centre,Nursing and residential care facilities,Province of Ontario,,67,industrial drive,K0A 1A0,mississippi mills,on,,Mississippi Mills,3509030,35,45.2319404,-76.17982318,112
4672,Orchard Walk Retirement Living,retirement home,Nursing and residential care facilities,Province of Ontario,,1491,manotick station road,K4P 1P6,ottawa,on,,Ottawa,3506008,35,45.23551053,-75.61154999,171
S1764,CENTRE D'ACTIVITeS DE JOUR DE SAINT-ALEXANDRE,CRDITED,Ambulatory health care services,Province of Quebec,,433-C,rue saint-denis,J0J 1S0,saint-alexandre,qc,"433-C, rue Saint-Denis",Saint-Alexandre,2456055,24,45.239773,-73.115568,33
S1401,CENTRE DE PROTECTION ET DE ReADAPTATION POUR LES JEUNES EN DIFFICULTe D'ADAPTATION JACQUES-CARTIER,CRJDA,Nursing and residential care facilities,Province of Quebec,,301,rue jacques-cartier,J6T 5H3,salaberry-de-valleyfield,qc,"301, rue Jacques-Cartier",Salaberry-de-Valleyfield,2470052,24,45.243824,-74.119612,118
S773,SERVICES EXTERNES DE BRIGHAM,CRDITED,Ambulatory health care services,Province of Quebec,,278,avenue des erables,J2K 4C9,brigham,qc,"278, avenue des erables",Brigham,2446090,24,45.24719,-72.845314,219
S1211,CLSC CHaTEAUGUAY (POINT DE SERVICE),CLSC,Ambulatory health care services,Province of Quebec,,177,rue saint-joseph,J0S 1V0,sainte-martine,qc,"177, rue Saint-Joseph",Sainte-Martine,2470012,24,45.247658,-73.801023,288
S577,ATELIER PSIS VALLEYFIELD,CRDITED,Ambulatory health care services,Province of Quebec,,310,rue salaberry ouest,J6T 2J8,salaberry-de-valleyfield,qc,"310, rue Salaberry Ouest",Salaberry-de-Valleyfield,2470052,24,45.250579,-74.134363,14
S650,HoPITAL DU SUROiT,"CHSGS, CHSLD",Hospitals,Province of Quebec,,150,rue saint-thomas,J6T 6C1,salaberry-de-valleyfield,qc,"150, rue Saint-Thomas",Salaberry-de-Valleyfield,2470052,24,45.250926,-74.130708,280
5922,Villa St. Albert,retirement home,Nursing and residential care facilities,Province of Ontario,,17,genier street,K0A 3C0,st-albert,on,,The Nation / La Nation,3502025,35,45.25351135,-75.11898973,20
S1737,CHSLD DOCTEUR-AIMe-LEDUC,CHSLD,Nursing and residential care facilities,Province of Quebec,,80,rue du marche,J6T 1P5,salaberry-de-valleyfield,qc,"80, rue du Marche",Salaberry-de-Valleyfield,2470052,24,45.254207,-74.135884,175
2041,Centracare Saint John Inc.,psychiatric,Hospitals,Public Health Agency of Canada,,414,bay st,E2M 7L4,saint john,nb,"414 bay st., south bay saint john nb e2m 7l4",Saint John,1301006,13,45.2543073,-66.1268967,48
S447,CENTRE DE ReADAPTATION EN DePENDANCE DE SALABERRY-DE-VALLEYFIELD,CRD,Nursing and residential care facilities,Province of Quebec,,11,rue de l'eglise,J6T 1J5,salaberry-de-valleyfield,qc,"11, rue de l'eglise",Salaberry-de-Valleyfield,2470052,24,45.255165,-74.134835,39
S1362,CENTRE DE PROTECTION ET DE ReADAPTATION POUR LES JEUNES EN DIFFICULTe D'ADAPTATION SAINT-THOMAS,CRJDA,Nursing and residential care facilities,Province of Quebec,,30,rue saint-thomas,J6T 4J2,salaberry-de-valleyfield,qc,"30, rue Saint-Thomas",Salaberry-de-Valleyfield,2470052,24,45.255307,-74.133834,35
S1758,SECTEUR VALLEYFIELD - AED,CRDITED,Ambulatory health care services,Province of Quebec,,30,rue saint-thomas,J6T 4J2,salaberry-de-valleyfield,qc,"30, rue Saint-Thomas, bureau 200",Salaberry-de-Valleyfield,2470052,24,45.255307,-74.133834,154
S1091,CLSC DE SAINT-ReMI,CLSC,Ambulatory health care services,Province of Quebec,,2,rue sainte-famille,J0L 2L0,saint-remi,qc,"2, rue Sainte-Famille",Saint-Remi,2468055,24,45.256247,-73.620287,93
5086,Russell Meadows Retirement Community,retirement home,Nursing and residential care facilities,Province of Ontario,,475,church street,K4R 0A9,russell,on,,Russell,3502048,35,45.25640974,-75.35449881,154
S88,Carleton Kirk Lodge,,Nursing and residential care facilities,Province of New Brunswick,,2,carleton kirk place,E2M 5B8,saint john,nb,"2, Carleton Kirk Place",Saint John,1301006,13,45.25717,-66.078417,79
2243,Elk Court,nursing home,Nursing and residential care facilities,Province of Nova Scotia,,91,carter road,B0N 1C0,brookfield,ns,,"Colchester, Subd. C",1210001,12,45.2580136,-63.2772736,170
5871,Valley Garden Retirement Centre,retirement home,Nursing and residential care facilities,Province of Ontario,,4152,county road 34,K0C 1L0,green valley,on,,South Glengarry,3501005,35,45.25821857,-74.59763856,167
S1508,CHSLD PIERRE-ReMI-NARBONNE,CHSLD,Nursing and residential care facilities,Province of Quebec,,110,rue du college,J0L 2L0,saint-remi,qc,"110, rue du College",Saint-Remi,2468055,24,45.258645,-73.61675,213
S505,HoTEL PLAZA VALLEYFIELD,CHSLD,Nursing and residential care facilities,Province of Quebec,,40,avenue centenaire,J6S 3L6,salaberry-de-valleyfield,qc,"40, avenue Centenaire",Salaberry-de-Valleyfield,2470052,24,45.258887,-74.12898,299
S1360,CENTRE DE ReADAPTATION EN DeFICIENCE PHYSIQUE DE SALABERRY-DE-VALLEYFIELD,"CRDPA, CRDPM",Ambulatory health care services,Province of Quebec,,30,avenue du centenaire,J6S 5X4,salaberry-de-valleyfield,qc,"30, avenue du Centenaire, bureau 210",Salaberry-de-Valleyfield,2470052,24,45.259578,-74.127704,98
5867,v!Va Barrhaven Retirement Community,retirement home,Nursing and residential care facilities,Province of Ontario,,275,tartan drive,K2J 6A9,ottawa,on,,Ottawa,3506008,35,45.26106402,-75.76693035,48
S384,CENTRE D'ACTIVITeS DE JOUR DE MAGOG,CRDITED,Ambulatory health care services,Province of Quebec,,1525,rue principale est,J1X 1Z8,magog,qc,"1525, rue Principale Est",Magog,2445072,24,45.262868,-72.124798,52
5483,Stittsville Villa,retirement home,Nursing and residential care facilities,Province of Ontario,,1354,main street n,K2S 1V4,ottawa,on,,Ottawa,3506008,35,45.26362052,-75.9274985,15
S1089,CLSC DE SALABERRY-DE-VALLEYFIELD,CLSC,Ambulatory health care services,Province of Quebec,,71,rue maden,J6S 3V4,salaberry-de-valleyfield,qc,"71, rue Maden, bureau 200",Salaberry-de-Valleyfield,2470052,24,45.264656,-74.130248,228
S1674,CENTRE DE SANTe ET DE SERVICES SOCIAUX DE MEMPHReMAGOG,"CHSGS, CLSC, CHSLD",Hospitals,Province of Quebec,,50,rue saint-patrice est,J1X 3X3,magog,qc,"50, rue Saint-Patrice Est",Magog,2445072,24,45.265088,-72.144862,264
2884,Carleton Lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,55,lodge road,K2C 3H1,ottawa,on,,Ottawa,3506008,35,45.26559733,-75.70705903,280
S1626,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTe D'ADAPTATION LE COLIBRI,CRJDA,Nursing and residential care facilities,Province of Quebec,,153,rue saint-philippe,J6S 3H3,salaberry-de-valleyfield,qc,"153, rue Saint-Philippe",Salaberry-de-Valleyfield,2470052,24,45.266661,-74.139788,53
S104,Turnbull Nursing Home Inc.,,Nursing and residential care facilities,Province of New Brunswick,,231,britain street,E2L 0A4,saint john,nb,"231, Britain Street",Saint John,1301006,13,45.26824,-66.051006,139
3684,Granite Ridge Care Community,long-term care home,Nursing and residential care facilities,Province of Ontario,,5501,abbott street e,K2S 2C5,ottawa,on,,Ottawa,3506008,35,45.26988372,-75.90499269,88
3814,Hazeldean Gardens Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,6130,hazeldean road,K2S 2M2,ottawa,on,,Ottawa,3506008,35,45.27115462,-75.9329051,95
4828,Prince of Wales Manor,retirement home,Nursing and residential care facilities,Province of Ontario,,22,barnstone drive,K2G 2P9,ottawa,on,,Ottawa,3506008,35,45.27185633,-75.70670863,132
5412,St. Jacques Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,,915,notre dame street,K0A 1W0,embrun,on,,Russell,3502048,35,45.27229585,-75.28638399,129
2721,Bridlewood Trails Retirement Community,retirement home,Nursing and residential care facilities,Province of Ontario,,480,brigitta street,K2S 0K7,ottawa,on,,Ottawa,3506008,35,45.27421082,-75.86090248,129
3345,DAVE SMITH YOUTH TREATMENT CENTRE / CENTRE DE TRAITEMENT POUR JEUNES DAVE SMITH,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,112,willowlea road,K0A 1L0,ottawa,on,,Ottawa,3506008,35,45.27423822,-75.96233511,18
4165,LE PAVILLON,retirement home,Nursing and residential care facilities,Province of Ontario,,1122,notre dame avenue,K0A 1W0,embrun,on,,Russell,3502048,35,45.27432915,-75.26511528,228
2598,Barrhaven Manor,retirement home,Nursing and residential care facilities,Province of Ontario,,110,berrigan drive,K2J 5A6,ottawa,on,,Ottawa,3506008,35,45.27769903,-75.74225964,24
2085,ST. JOSEPH'S HOSPITAL / HoPITAL ST. JOSEPH,,Hospitals,Horizon Health Authority - New Brunswick,,130,bayard drive,E2L 3L6,saint john,nb,"130 bayard drive, saint john, nb e2l 3l6",Saint John,1301006,13,45.279031,-66.057905,60
4214,Longfields Manor,long-term care home,Nursing and residential care facilities,Province of Ontario,,330,beatrice drive,K2J 5A5,ottawa,on,,Ottawa,3506008,35,45.28026603,-75.72981554,123
S100,Rocmaura Inc.,,Nursing and residential care facilities,Province of New Brunswick,,10,park street,E2K 4P1,saint john,nb,"10, Park Street",Saint John,1301006,13,45.28063,-66.06478,27
4336,Maxville Manor,long-term care home,Nursing and residential care facilities,Province of Ontario,,80,mechanic street w,K0C 1T0,maxville,on,,North Glengarry,3501050,35,45.28415857,-74.86345425,297
S991,CLSC DE FARNHAM,CLSC,Ambulatory health care services,Province of Quebec,,660,rue saint-paul,J2N 3B9,farnham,qc,"660, rue Saint-Paul",Farnham,2446112,24,45.285788,-72.973346,236
S426,CHSLD GeRARD-HARBEC,CHSLD,Nursing and residential care facilities,Province of Quebec,,780,rue saint-paul,J2N 2K6,farnham,qc,"780, rue Saint-Paul",Farnham,2446112,24,45.287054,-72.972032,234
6031,Westend Familycare Clinic Fht,family health team - contract,Ambulatory health care services,Province of Ontario,,80,michael cowpland drive,K2M 1P6,ottawa,on,,Ottawa,3506008,35,45.28706002,-75.86918028,69
S1587,CHSLD DE FARNHAM,CHSLD,Nursing and residential care facilities,Province of Quebec,,800,rue saint-paul,J2N 2K6,farnham,qc,"800, rue Saint-Paul",Farnham,2446112,24,45.28767,-72.971999,289
5601,the Courtyards on Eagleson,retirement home,Nursing and residential care facilities,Province of Ontario,,630,eagleson road,K2M 0N1,ottawa,on,,Ottawa,3506008,35,45.28882002,-75.86944888,25
S333,LA MAISON DES AiNe(E)S,CHSLD,Nursing and residential care facilities,Province of Quebec,,1,rue des aines,J6S 6M8,salaberry-de-valleyfield,qc,"1, rue des Aines",Salaberry-de-Valleyfield,2470052,24,45.289358,-74.036705,296
S98,Loch Lomond Villa Inc.,,Nursing and residential care facilities,Province of New Brunswick,,185,loch lomond road,E2J 3S3,saint john,nb,"185, Loch Lomond Road",Saint John,1301006,13,45.290184,-66.032719,287
5224,Shepherds of Good Hope - Hope Living,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,145,castlefrank road,K2L 3X9,ottawa,on,,Ottawa,3506008,35,45.29155252,-75.88038939,293
S677,CENTRE D'HeBERGEMENT ET CLSC DE CoTEAU-DU-LAC,"CLSC, CHSLD",Nursing and residential care facilities,Province of Quebec,,341,chemin du fleuve,J0P 1B0,coteau-du-lac,qc,"341, chemin du Fleuve",Coteau-du-Lac,2471040,24,45.291811,-74.175528,30
3094,Chartwell Stonehaven Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,70,stonehaven drive,K2M 3B4,ottawa,on,,Ottawa,3506008,35,45.29185263,-75.85586078,50
S1734,ATELIER ET CENTRE D'ACTIVITeS DE JOUR DE FARNHAM,CRDITED,Ambulatory health care services,Province of Quebec,,1265,rue george-f.-slack,J2N 3G4,farnham,qc,"1265, rue George-F.-Slack",Farnham,2446112,24,45.292631,-72.960048,227
3691,Greenbelt Family Health Team,family health team - contract,Ambulatory health care services,Province of Ontario,,3500,fallowfield road,K2J 4A7,ottawa,on,,Ottawa,3506008,35,45.29303723,-75.74235664,116
S94,Kennebec Manor,,Nursing and residential care facilities,Province of New Brunswick,,475,woodward avenue,E2K 4N1,saint john,nb,"475, Woodward Avenue",Saint John,1301006,13,45.293364,-66.110181,299
S498,CHSLD SOULANGES,CHSLD,Nursing and residential care facilities,Province of Quebec,,209,route 338,J0P 1B0,coteau-du-lac,qc,209. route 338,Coteau-du-Lac,2471040,24,45.293635,-74.181908,274
3588,Foyer St-Viateur Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,,1003,limoges road s,K0A 2M0,limoges,on,,The Nation / La Nation,3502025,35,45.29369315,-75.22846107,131
S89,Church of St. John and St. Stephen Home Inc.,,Nursing and residential care facilities,Province of New Brunswick,,130,university avenue,E2K 4K3,saint john,nb,"130,  University Avenue",Saint John,1301006,13,45.295836,-66.091197,273
S102,Shannex Rlc Ltd. - Tucker Hall,,Nursing and residential care facilities,Province of New Brunswick,,55,bloom lane,E2K 0J9,saint john,nb,"55,  Bloom Lane",Saint John,1301006,13,45.296622,-66.09634,30
2099,Workers' Rehabilitation Centre,rehabilitation,Hospitals,Public Health Agency of Canada,,3700,westfield rd,E2M 5Z4,saint john,nb,3700 westfield rd. saint john nb e2m 5z4,Saint John,1301006,13,45.2979544,-66.1938769,136
3259,Cornwall Community Hospital,mental health and addiction organization,Ambulatory health care services,Province of Ontario,,555,main street s,K0C 1A0,alexandria,on,,North Glengarry,3501050,35,45.29800098,-74.62656227,200
6032,Western Ottawa Community Resource Centre,community support service,Ambulatory health care services,Province of Ontario,,2,macneil court,K2L 4H7,ottawa,on,,Ottawa,3506008,35,45.29878793,-75.89040979,213
2760,Calabogie and Area Home Support Program Inc.,community support service,Ambulatory health care services,Province of Ontario,,4984,calabogie road,K0J 1H0,calabogie,on,,Greater Madawaska,3547008,35,45.29992859,-76.73054207,167
S1162,CLSC DE SAINT-POLYCARPE,CLSC,Ambulatory health care services,Province of Quebec,,11,chemin de la cite-des-jeunes,J0P 1X0,saint-polycarpe,qc,"11, chemin de la Cite-des-Jeunes",Saint-Polycarpe,2471020,24,45.300395,-74.299053,74
S796,CHSLD CeCILE-GODIN,CHSLD,Nursing and residential care facilities,Province of Quebec,,55,rue saint-andre,J6N 3G7,beauharnois,qc,"55, rue Saint-Andre",Beauharnois,2470022,24,45.300647,-73.876651,54
3524,Fairfield Manor Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,17,lombardo drive,K2L 4E8,ottawa,on,,Ottawa,3506008,35,45.30090253,-75.88533859,170
2083,Saint John Regional Hospital,active acute hospital,Hospitals,Canadian Institute for Health Information,,400,university avenue,E2L 4L2,saint john,nb,400 university avenue saint john nb e2k 4k8 canada,Saint John,1301006,13,45.302733,-66.08515,163
S1021,CLSC ET AIRE OUVERTE DE LA RUE CHAMPLAIN,CLSC,Ambulatory health care services,Province of Quebec,,185,rue champlain,J3B 6V5,saint-jean-sur-richelieu,qc,"185, rue Champlain",Saint-Jean-sur-Richelieu,2456083,24,45.305727,-73.251875,75
3965,HoPITAL GLENGARRY MEMORIAL HOSPITAL,general,Hospitals,Public Health Agency of Canada,,20260,county rd 43,K0C 1A0,alexandria,on,20260 county rd. 43 alexandria on k0c 1a0,North Glengarry,3501050,35,45.305873,-74.644064,182
S517,CHSLD GEORGES-PHANEUF,CHSLD,Nursing and residential care facilities,Province of Quebec,,230,rue jacques-cartier nord,J3B 6T4,saint-jean-sur-richelieu,qc,"230, rue Jacques-Cartier Nord",Saint-Jean-sur-Richelieu,2456083,24,45.307006,-73.254172,117
3006,Chartwell Empress Kanata Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,170,mcgibbon drive,K2L 4H5,ottawa,on,,Ottawa,3506008,35,45.30730983,-75.9068857,61
S1554,CHSLD CHAMPAGNAT,CHSLD,Nursing and residential care facilities,Province of Quebec,,370,5e avenue,J2X 1V1,saint-jean-sur-richelieu,qc,"370, 5e Avenue",Saint-Jean-sur-Richelieu,2456083,24,45.307859,-73.233063,208
2782,Canadian Mental Health Association (Cmha) Champlain East Branch,mental health and addiction organization,Ambulatory health care services,Province of Ontario,,663,rue principale,K0A 1M0,casselman,on,,Casselman,3502044,35,45.30852406,-75.08405313,278
3602,Garden Terrace,long-term care home,Nursing and residential care facilities,Province of Ontario,,100,aird place,K2L 4H8,ottawa,on,,Ottawa,3506008,35,45.30976033,-75.9009793,110
3118,Chateau Glengarry,retirement home,Nursing and residential care facilities,Province of Ontario,,105,st paul street e,K0C 1A0,alexandria,on,,North Glengarry,3501050,35,45.31112498,-74.63167517,199
